,CaseID,Address,Street,Neighborhood,Point,point_geom
302,16588967,Intersection of I-80 WESTBOUND and I-80 W ON RAMP,I-80 WESTBOUND,Showplace Square,"(37.77249422, -122.40675378)",POINT (-122.406753785 37.772494218)
303,16593450,"75 GOUGH ST, SAN FRANCISCO, CA, 94102",GOUGH ST,Lower Haight,"(37.77351934, -122.42244684)",POINT (-122.422446844 37.773519343)
304,16589043,"106 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78828062, -122.42059673)",POINT (-122.420596734 37.788280618)
305,16594026,"3184 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,Bernal Heights,"(37.7461337, -122.419754)",POINT (-122.419754 37.7461337)
308,16594105,"3099 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Aquatic Park / Ft. Mason,"(37.80422065, -122.42522525)",POINT (-122.425225254 37.80422065)
310,16596929,"520 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78123905, -122.40961411)",POINT (-122.409614108 37.781239054)
312,16597121,"479 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78046516, -122.40720436)",POINT (-122.40720436 37.78046516)
314,16593661,"2200 HARRISON ST, SAN FRANCISCO, CA, 94110",HARRISON ST,Mission,"(37.76209798, -122.41300926)",POINT (-122.413009259 37.762097977)
317,16598087,"380 PAGE ST, SAN FRANCISCO, CA, 94102",PAGE ST,Lower Haight,"(37.7737052, -122.4269718)",POINT (-122.4269718 37.7737052)
318,16595539,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77334694, -122.50981052)",POINT (-122.509810518 37.77334694)
319,16598383,Intersection of 4TH ST and STILLMAN ST,4TH ST,South of Market,"(37.78006874, -122.39855625)",POINT (-122.39855625 37.78006874)
320,16595172,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77333952, -122.50987328)",POINT (-122.509873282 37.773339523)
321,16598534,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,Mission,"(37.7670467, -122.4199424)",POINT (-122.419942398 37.767046704)
322,16594632,"35 12TH ST, SAN FRANCISCO, CA, 94103",12TH ST,South of Market,"(37.77397388, -122.41965183)",POINT (-122.419651833 37.773973875)
323,16614900,"1676 LOMBARD ST, SAN FRANCISCO, CA, 94123",LOMBARD ST,Marina,"(37.8009454, -122.42914982)",POINT (-122.429149823 37.800945403)
325,16609551,Intersection of 19TH ST and TREAT AVE,19TH ST,Mission,"(37.76060941, -122.41369289)",POINT (-122.413692889 37.760609411)
327,16605275,Intersection of FOLSOM ST and RUSS ST,FOLSOM ST,South of Market,"(37.77767014, -122.40677604)",POINT (-122.406776043 37.77767014)
328,16603611,"3297 24TH ST, SAN FRANCISCO, CA, 94110",24TH ST,Mission,"(37.75211972, -122.41838616)",POINT (-122.418386157 37.752119725)
329,16617618,"3131 19TH ST, SAN FRANCISCO, CA, 94110",19TH ST,Mission,"(37.760625, -122.41342167)",POINT (-122.413421667 37.760625)
331,16615959,"2390 35TH AVE, SAN FRANCISCO, CA, 94116",35TH AVE,Parkside,"(37.74246202, -122.49282944)",POINT (-122.492829436 37.742462018)
332,16611862,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.7790656, -122.4112818)",POINT (-122.4112818 37.7790656)
333,16613052,"1075 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,Lower Nob Hill,"(37.78784762, -122.41857058)",POINT (-122.41857058 37.78784762)
334,16601298,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77335306, -122.50984182)",POINT (-122.509841821 37.77335306)
335,16602192,"1036 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7792577, -122.407949)",POINT (-122.407949 37.7792577)
336,16603527,"950 GOUGH ST, SAN FRANCISCO, CA, 94109",GOUGH ST,Cathedral Hill,"(37.78229349, -122.42393416)",POINT (-122.423934158 37.782293487)
337,16606676,"925 ELLIS ST, SAN FRANCISCO, CA, 94109",ELLIS ST,Cathedral Hill,"(37.7836819, -122.42144407)",POINT (-122.421444071 37.7836819)
339,16614809,"37 CLEARY CT, SAN FRANCISCO, CA, 94109",CLEARY CT,Cathedral Hill,"(37.78433367, -122.42626403)",POINT (-122.426264031 37.784333672)
340,16611710,"701 SCOTT ST, SAN FRANCISCO, CA, 94117",SCOTT ST,Alamo Square,"(37.77615819, -122.43665957)",POINT (-122.436659572 37.77615819)
341,16602995,"1090 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78242062, -122.42555574)",POINT (-122.425555742 37.782420618)
344,16607617,Intersection of ESSEX ST and HARRISON ST,ESSEX ST,Rincon Hill,"(37.78512255, -122.39419507)",POINT (-122.394195066 37.785122549)
346,16607279,Intersection of EDDY ST and GOUGH ST,EDDY ST,Cathedral Hill,"(37.78245877, -122.42408578)",POINT (-122.424085785 37.782458771)
347,16614580,"2121 TURK BLVD, SAN FRANCISCO, CA, 94115",TURK BLVD,Western Addition,"(37.7786646, -122.4442686)",POINT (-122.4442686 37.7786646)
348,16616145,Intersection of ESSEX ST and HARRISON ST,ESSEX ST,Rincon Hill,"(37.78516621, -122.39409506)",POINT (-122.39409506 37.78516621)
349,16616967,"37 CLEARY CT, SAN FRANCISCO, CA, 94109",CLEARY CT,Cathedral Hill,"(37.78426004, -122.42623427)",POINT (-122.426234274 37.784260044)
355,16603507,"895 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Lower Nob Hill,"(37.78823913, -122.41497348)",POINT (-122.414973479 37.788239133)
357,16608273,"283 NAPOLEON ST, SAN FRANCISCO, CA, 94124 (Virtual)",NAPOLEON ST,Produce Market,"(37.74598, -122.401552)",POINT (-122.401552 37.74598)
358,16607372,"102 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",GOLDEN GATE AVE,Tenderloin,"(37.78212557, -122.41234649)",POINT (-122.41234649 37.78212557)
359,16608806,"1688 LOMBARD ST, SAN FRANCISCO, CA, 94123",LOMBARD ST,Marina,"(37.800848, -122.4293768)",POINT (-122.4293768 37.800848)
360,16611846,"3054 OCTAVIA ST, SAN FRANCISCO, CA, 94123",OCTAVIA ST,Union Street,"(37.80061819, -122.4293197)",POINT (-122.429319696 37.800618188)
361,16604429,"560 STEVENSON ST, SAN FRANCISCO, CA, 94103",STEVENSON ST,South of Market,"(37.7807612, -122.4112968)",POINT (-122.4112968 37.7807612)
363,16619185,"2181 HARRISON ST, SAN FRANCISCO, CA, 94110",HARRISON ST,Mission,"(37.76196711, -122.41288084)",POINT (-122.412880837 37.761967109)
365,16608683,"2181 HARRISON ST, SAN FRANCISCO, CA, 94110",HARRISON ST,Mission,"(37.76184566, -122.41292438)",POINT (-122.412924375 37.761845656)
366,16601223,"1825 POST ST, SAN FRANCISCO, CA, 94115",POST ST,Japantown,"(37.78477695, -122.43174884)",POINT (-122.431748835 37.784776948)
367,16604785,"223 3RD ST, SAN FRANCISCO, CA, 94103",3RD ST,South of Market,"(37.78468823, -122.40000958)",POINT (-122.400009577 37.784688227)
368,16609981,Intersection of LARKIN ST and SUTTER ST,LARKIN ST,Lower Nob Hill,"(37.787925, -122.41846333)",POINT (-122.418463333 37.787925)
370,16614510,Intersection of FLORIDA ST and MARIPOSA ST,FLORIDA ST,Mission,"(37.7629805, -122.4112288)",POINT (-122.4112288 37.7629805)
371,16614719,"1400 CARROLL AVE, SAN FRANCISCO, CA, 94124",CARROLL AVE,Bayview,"(37.72296729, -122.38978804)",POINT (-122.389788041 37.722967286)
374,16609066,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78025497, -122.3987818)",POINT (-122.398781798 37.780254966)
378,16601953,"599 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.778495, -122.40989667)",POINT (-122.409896667 37.778495)
379,16616791,Intersection of RUSS ST and TULIP ALY,RUSS ST,South of Market,"(37.7794702, -122.4089857)",POINT (-122.4089857 37.7794702)
380,16615779,"3005 GOUGH ST, SAN FRANCISCO, CA, 94123",GOUGH ST,Marina,"(37.80100963, -122.42789077)",POINT (-122.427890771 37.801009632)
383,16614212,"3700 26TH ST, SAN FRANCISCO, CA, 94110",26TH ST,Dolores Heights,"(37.74882841, -122.42288647)",POINT (-122.422886471 37.74882841)
384,16606309,"851 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Cathedral Hill,"(37.78354759, -122.4213406)",POINT (-122.421340603 37.783547588)
386,16603717,"220 SAN BRUNO AVE, SAN FRANCISCO, CA, 94103",SAN BRUNO AVE,Showplace Square,"(37.7667862, -122.406213)",POINT (-122.406213 37.7667862)
388,16618005,Intersection of RUSS ST and TULIP ALY,RUSS ST,South of Market,"(37.77950826, -122.40913839)",POINT (-122.409138393 37.779508259)
390,16610246,"592 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77863, -122.40969667)",POINT (-122.409696667 37.77863)
391,16615111,"220 SAN BRUNO AVE, SAN FRANCISCO, CA, 94103",SAN BRUNO AVE,Showplace Square,"(37.7667862, -122.406213)",POINT (-122.406213 37.7667862)
392,16614616,"592 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77861667, -122.409675)",POINT (-122.409675 37.778616667)
393,16606512,Intersection of HARRISON ST and BEALE ST,HARRISON ST,Rincon Hill,"(37.78724031, -122.39106358)",POINT (-122.391063581 37.78724031)
394,16603469,Intersection of MISSION ST and NAGLEE AVE,MISSION ST,Outer Mission,"(37.71164667, -122.44597)",POINT (-122.44597 37.711646667)
396,16616261,"202 FRANCISCO ST, SAN FRANCISCO, CA, 94133",FRANCISCO ST,Fisherman's Wharf,"(37.80534864, -122.40864994)",POINT (-122.408649945 37.805348639)
397,16603926,"1718 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,Mission,"(37.76964364, -122.42003927)",POINT (-122.420039272 37.76964364)
398,16610555,"424 CENTRAL AVE, SAN FRANCISCO, CA, 94117",CENTRAL AVE,Panhandle,"(37.77361333, -122.44425333)",POINT (-122.444253333 37.773613333)
399,16611677,"1222 23RD ST, SAN FRANCISCO, CA, 94107",23RD ST,Potrero Hill,"(37.75515061, -122.39205789)",POINT (-122.392057887 37.755150605)
402,16614895,"550 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",LEAVENWORTH ST,Tenderloin,"(37.78627795, -122.41441616)",POINT (-122.414416161 37.786277955)
404,16601960,"1740 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,Lower Haight,"(37.77238027, -122.42305228)",POINT (-122.423052281 37.772380273)
405,16615948,"3183 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,Bernal Heights,"(37.74818079, -122.41327222)",POINT (-122.413272216 37.748180794)
406,16618985,"1680 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.7708552, -122.4199593)",POINT (-122.4199593 37.7708552)
407,16610112,"1600 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Mission,"(37.76676667, -122.42044667)",POINT (-122.420446667 37.766766667)
409,16603657,"324 HERMANN ST, SAN FRANCISCO, CA, 94117",HERMANN ST,Duboce Triangle,"(37.77021931, -122.43043484)",POINT (-122.430434837 37.770219308)
410,16610279,"1129 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,Nob Hill,"(37.7912443, -122.4175277)",POINT (-122.4175277 37.7912443)
414,16614195,"3301 BUCHANAN ST, SAN FRANCISCO, CA, 94123",BUCHANAN ST,Marina,"(37.80058, -122.4330064)",POINT (-122.4330064 37.80058)
415,16607630,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.7733626, -122.50987282)",POINT (-122.509872816 37.773362602)
416,16611277,"246 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,South of Market,"(37.7790498, -122.4041407)",POINT (-122.4041407 37.7790498)
417,16609247,"1332 VERMONT ST, SAN FRANCISCO, CA, 94110",VERMONT ST,Potrero Hill,"(37.7528789, -122.4032457)",POINT (-122.4032457 37.7528789)
418,16610983,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77885586, -122.40961332)",POINT (-122.40961332 37.77885586)
419,16618745,"340 STOCKTON ST, SAN FRANCISCO, CA, 94108",STOCKTON ST,Downtown / Union Square,"(37.7892053, -122.4067242)",POINT (-122.4067242 37.7892053)
422,16605336,"390 17TH AVE, SAN FRANCISCO, CA, 94121",17TH AVE,Inner Richmond,"(37.78074128, -122.47617535)",POINT (-122.47617535 37.78074128)
424,16602990,"1016 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78245002, -122.42478346)",POINT (-122.424783461 37.782450021)
425,16606456,"1702 LOMBARD ST, SAN FRANCISCO, CA, 94123",LOMBARD ST,Marina,"(37.80072188, -122.42961265)",POINT (-122.429612653 37.800721882)
426,16612639,"1532 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,South of Market,"(37.7702644, -122.4129199)",POINT (-122.4129199 37.7702644)
427,16607861,Intersection of 6TH ST and JESSIE ST,6TH ST,South of Market,"(37.7813754, -122.40927871)",POINT (-122.40927871 37.7813754)
428,16612534,"320 ELLIS ST, SAN FRANCISCO, CA, 94102",ELLIS ST,Tenderloin,"(37.78503319, -122.41135381)",POINT (-122.411353806 37.785033191)
429,16611296,"799 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.7826598, -122.4211539)",POINT (-122.4211539 37.7826598)
431,16613228,"85 LUPINE AVE, SAN FRANCISCO, CA, 94118",LUPINE AVE,Laurel Heights / Jordan Park,"(37.78416403, -122.44728902)",POINT (-122.447289023 37.784164034)
432,16617724,"658 OFARRELL ST, SAN FRANCISCO, CA, 94109",OFARRELL ST,Tenderloin,"(37.78555907, -122.41569331)",POINT (-122.41569331 37.785559073)
434,16618748,"114 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77864104, -122.41075227)",POINT (-122.410752273 37.778641037)
435,16603707,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77332163, -122.50978453)",POINT (-122.509784534 37.773321627)
436,16604661,"4726 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77348278, -122.50954651)",POINT (-122.509546512 37.773482783)
438,16602996,"1096 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78239689, -122.42573615)",POINT (-122.42573615 37.782396894)
440,16615193,"1235 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Lower Nob Hill,"(37.787273, -122.4207328)",POINT (-122.4207328 37.787273)
441,16609287,"220 SAN BRUNO AVE, SAN FRANCISCO, CA, 94103",SAN BRUNO AVE,Showplace Square,"(37.7667862, -122.406213)",POINT (-122.406213 37.7667862)
443,16616068,"423 FLORIDA ST, SAN FRANCISCO, CA, 94110",FLORIDA ST,Mission,"(37.76375154, -122.41124996)",POINT (-122.411249963 37.763751543)
444,16600897,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77332069, -122.50989799)",POINT (-122.509897993 37.773320685)
445,16602988,"1010 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78252323, -122.42436998)",POINT (-122.424369984 37.78252323)
446,16615378,"390 12TH AVE, SAN FRANCISCO, CA, 94118",12TH AVE,Inner Richmond,"(37.78097833, -122.47061167)",POINT (-122.470611667 37.780978333)
447,16616988,"822 GEARY ST, SAN FRANCISCO, CA, 94109",GEARY ST,Lower Nob Hill,"(37.78645979, -122.41697766)",POINT (-122.41697766 37.78645979)
448,16609260,"1298 UTAH ST, SAN FRANCISCO, CA, 94110",UTAH ST,Potrero Hill,"(37.75311657, -122.40544919)",POINT (-122.40544919 37.75311657)
451,16613449,"4257 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,Castro,"(37.76058579, -122.43715222)",POINT (-122.437152218 37.760585787)
452,16612017,"60 ZOE ST, SAN FRANCISCO, CA, 94107",ZOE ST,South of Market,"(37.7797967, -122.3959551)",POINT (-122.3959551 37.7797967)
453,16621111,Intersection of 5TH ST and SHIPLEY ST,5TH ST,South of Market,"(37.7798425, -122.4028605)",POINT (-122.4028605 37.7798425)
455,16613477,"5088 MISSION ST, SAN FRANCISCO, CA, 94112",MISSION ST,Cayuga,"(37.71692124, -122.44065994)",POINT (-122.440659939 37.716921241)
456,16606590,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77881664, -122.40958951)",POINT (-122.40958951 37.77881664)
458,16606166,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77337196, -122.50981307)",POINT (-122.509813069 37.77337196)
459,16618461,"321 7TH AVE, SAN FRANCISCO, CA, 94118",7TH AVE,Inner Richmond,"(37.7825318, -122.4656981)",POINT (-122.4656981 37.7825318)
461,16610716,"3208 SCOTT ST, SAN FRANCISCO, CA, 94123",SCOTT ST,Marina,"(37.79952636, -122.44105451)",POINT (-122.44105451 37.79952636)
462,16617391,"874 ULLOA ST, SAN FRANCISCO, CA, 94127",ULLOA ST,West Portal,"(37.74112711, -122.46578183)",POINT (-122.46578183 37.741127106)
464,16601573,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.7733398, -122.50988528)",POINT (-122.509885283 37.773339802)
465,16617842,Intersection of 23RD ST and SAN JOSE AVE,23RD ST,Dolores Heights,"(37.75367833, -122.42144667)",POINT (-122.421446667 37.753678333)
468,16612974,"319 7TH AVE, SAN FRANCISCO, CA, 94118",7TH AVE,Inner Richmond,"(37.78261637, -122.46548566)",POINT (-122.465485663 37.782616371)
470,16609986,Intersection of HEMLOCK ST and LARKIN ST,HEMLOCK ST,Lower Nob Hill,"(37.78752504, -122.41837012)",POINT (-122.418370118 37.787525037)
472,16617530,"658 OFARRELL ST, SAN FRANCISCO, CA, 94109",OFARRELL ST,Tenderloin,"(37.78551817, -122.41569394)",POINT (-122.415693935 37.785518171)
473,16616014,"4500 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Inner Richmond,"(37.78104311, -122.46760335)",POINT (-122.46760335 37.78104311)
474,16618618,"1016 WEBSTER ST, SAN FRANCISCO, CA, 94115",WEBSTER ST,Western Addition,"(37.78020012, -122.43022796)",POINT (-122.430227956 37.78020012)
476,16606584,"1312 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,Lower Nob Hill,"(37.78898626, -122.4201957)",POINT (-122.420195703 37.788986257)
477,16616621,"2780 18TH ST, SAN FRANCISCO, CA, 94110",18TH ST,Mission,"(37.76184033, -122.40997982)",POINT (-122.409979824 37.761840331)
479,16612108,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78221381, -122.40846299)",POINT (-122.40846299 37.78221381)
480,16601959,"599 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.778495, -122.40989667)",POINT (-122.409896667 37.778495)
481,16611185,"253 DRUMM ST, SAN FRANCISCO, CA, 94111",DRUMM ST,Financial District,"(37.79606808, -122.39757184)",POINT (-122.397571839 37.796068083)
482,16602597,"1480 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Lower Nob Hill,"(37.78929045, -122.42186456)",POINT (-122.421864562 37.789290452)
485,16608110,"415 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Tenderloin,"(37.7850375, -122.41299704)",POINT (-122.412997044 37.785037502)
486,16614311,"1149 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77822252, -122.41185397)",POINT (-122.41185397 37.77822252)
488,16609342,"42 12TH ST, SAN FRANCISCO, CA, 94103",12TH ST,South of Market,"(37.77375329, -122.41938347)",POINT (-122.41938347 37.773753288)
489,16607894,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78224588, -122.40852736)",POINT (-122.40852736 37.78224588)
490,16616687,"4300 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,Eureka Valley,"(37.7608777, -122.43727467)",POINT (-122.437274667 37.760877704)
493,16618744,Intersection of 18TH ST and DIAMOND ST,18TH ST,Eureka Valley,"(37.76071626, -122.43709892)",POINT (-122.43709892 37.76071626)
494,16617299,"3185 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,Bernal Heights,"(37.7480852, -122.41325)",POINT (-122.41325 37.7480852)
495,16602991,"1080 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78250348, -122.42499818)",POINT (-122.424998178 37.782503484)
496,16611833,"616 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77856119, -122.41081327)",POINT (-122.41081327 37.77856119)
498,16617963,"4110 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,Castro,"(37.76091823, -122.43512884)",POINT (-122.43512884 37.76091823)
501,16606147,"750 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Tenderloin,"(37.7834857, -122.4200382)",POINT (-122.4200382 37.7834857)
502,16613960,"405 SHRADER ST, SAN FRANCISCO, CA, 94117",SHRADER ST,Haight Ashbury,"(37.77116333, -122.452355)",POINT (-122.452355 37.771163333)
503,16609350,"77 COLLINGWOOD ST, SAN FRANCISCO, CA, 94114",COLLINGWOOD ST,Castro,"(37.761285, -122.43584)",POINT (-122.43584 37.761285)
504,16610504,"1355 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Cathedral Hill,"(37.78733793, -122.42282924)",POINT (-122.422829243 37.787337932)
507,16610322,Intersection of 7TH ST and NATOMA ST,7TH ST,South of Market,"(37.77850037, -122.40992816)",POINT (-122.409928162 37.778500373)
508,16618307,Intersection of BIRD ST and DEARBORN ST,BIRD ST,Mission Dolores,"(37.76220681, -122.42290798)",POINT (-122.422907978 37.762206813)
509,16607276,"1010 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78250077, -122.42434925)",POINT (-122.424349253 37.782500768)
513,16604166,"1211 FELL ST, SAN FRANCISCO, CA, 94117",FELL ST,Panhandle,"(37.77406333, -122.43778333)",POINT (-122.437783333 37.774063333)
516,16613962,"415 SHRADER ST, SAN FRANCISCO, CA, 94117",SHRADER ST,Haight Ashbury,"(37.77072091, -122.4521815)",POINT (-122.452181498 37.770720912)
519,16614422,"166 INDUSTRIAL ST, SAN FRANCISCO, CA, 94124 (Virtual)",INDUSTRIAL ST,Apparel City,"(37.73911968, -122.40311934)",POINT (-122.403119337 37.739119677)
520,16612199,Intersection of 18TH ST and DIAMOND ST,18TH ST,Eureka Valley,"(37.76072225, -122.43709937)",POINT (-122.437099366 37.760722246)
521,16607286,"1080 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78243262, -122.42506237)",POINT (-122.425062369 37.782432621)
524,16603304,"4780 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,Outer Richmond,"(37.77347725, -122.50970274)",POINT (-122.509702739 37.773477248)
525,16610330,"101 FILLMORE ST, SAN FRANCISCO, CA, 94117",FILLMORE ST,Duboce Triangle,"(37.77027109, -122.43030488)",POINT (-122.43030488 37.77027109)
527,16607532,"1 FERRY PLZ, SAN FRANCISCO, CA, 94111",FERRY PLZ,Financial District,"(37.79475801, -122.39236937)",POINT (-122.392369369 37.79475801)
