,CaseID,Address,Street,Neighborhood,Point,point_geom
23965,17876989,"418 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Castro,"(37.76236673, -122.43545841)",POINT (-122.435458411 37.762366733)
23966,17877009,Intersection of INNES AVE and END (1400 BLOCK OF),INNES AVE,Bayview,"(37.73732413, -122.38546019)",POINT (-122.385460188 37.737324134)
23967,17877143,"1298 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,Panhandle,"(37.7728346, -122.44053068)",POINT (-122.440530677 37.772834596)
23971,17877666,"32 COLLINGWOOD ST, SAN FRANCISCO, CA, 94114",COLLINGWOOD ST,Castro,"(37.76186168, -122.43630638)",POINT (-122.436306385 37.761861682)
23972,17877681,"1366 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.775745, -122.41562833)",POINT (-122.415628333 37.775745)
23973,17877689,"2295 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,Mission,"(37.76108413, -122.41478778)",POINT (-122.414787782 37.761084128)
23975,17877744,"115 HARTFORD ST, SAN FRANCISCO, CA, 94114",HARTFORD ST,Castro,"(37.76057887, -122.43381561)",POINT (-122.433815608 37.760578875)
23976,17877771,"1447 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",SACRAMENTO ST,Nob Hill,"(37.791784, -122.4167133)",POINT (-122.4167133 37.791784)
23977,17877820,"2 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78842395, -122.41886142)",POINT (-122.41886142 37.788423951)
23978,17877837,"6115 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,Outer Richmond,"(37.7799084, -122.48506931)",POINT (-122.485069306 37.779908405)
23980,17878081,"77 GERMANIA ST, SAN FRANCISCO, CA, 94117",GERMANIA ST,Duboce Triangle,"(37.77069263, -122.42988934)",POINT (-122.429889344 37.770692635)
23981,17878084,Intersection of 14TH ST and DOLORES ST,14TH ST,Mission Dolores,"(37.76787308, -122.42670521)",POINT (-122.426705205 37.767873077)
23982,17878055,"605 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.786903, -122.413219)",POINT (-122.413219 37.786903)
23984,17878304,"60 DUBOCE AVE, SAN FRANCISCO, CA, 94103",DUBOCE AVE,South of Market,"(37.77005194, -122.42147113)",POINT (-122.421471134 37.770051937)
23985,17878454,"255 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Duboce Triangle,"(37.76511571, -122.43305873)",POINT (-122.433058731 37.765115708)
23987,17878636,"33 GORDON ST, SAN FRANCISCO, CA, 94103",GORDON ST,South of Market,"(37.77323007, -122.41020222)",POINT (-122.410202215 37.773230072)
23988,17878645,"450 OFARRELL ST, SAN FRANCISCO, CA, 94102",OFARRELL ST,Tenderloin,"(37.78606259, -122.41234072)",POINT (-122.412340724 37.786062587)
23989,17878705,"777 JONES ST, SAN FRANCISCO, CA, 94109",JONES ST,Lower Nob Hill,"(37.78839058, -122.4134465)",POINT (-122.413446495 37.78839058)
23990,17879098,"602 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78684589, -122.41312531)",POINT (-122.413125312 37.786845888)
23991,17879115,Intersection of NOE ST and BEAVER ST,NOE ST,Duboce Triangle,"(37.76501235, -122.433056)",POINT (-122.433056 37.765012351)
23992,17879213,"1111 8TH ST, SAN FRANCISCO, CA, 94103",8TH ST,Showplace Square,"(37.76704935, -122.40004823)",POINT (-122.400048226 37.76704935)
23993,17879226,"1540 GREENWICH ST, SAN FRANCISCO, CA, 94123",GREENWICH ST,Union Street,"(37.80039824, -122.4251977)",POINT (-122.425197704 37.800398236)
23994,17879250,"83 EDDY ST, SAN FRANCISCO, CA, 94102",EDDY ST,Downtown / Union Square,"(37.78426662, -122.40894243)",POINT (-122.408942431 37.784266615)
23996,17879322,"602 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78691177, -122.41314725)",POINT (-122.413147254 37.786911767)
23998,17879349,"269 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Duboce Triangle,"(37.76493782, -122.43305184)",POINT (-122.433051843 37.764937816)
23999,17879360,"1520 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,Civic Center,"(37.77502224, -122.41968089)",POINT (-122.41968089 37.775022243)
24000,17879571,"50 DUBOCE AVE, SAN FRANCISCO, CA, 94103",DUBOCE AVE,South of Market,"(37.77013237, -122.42097451)",POINT (-122.420974508 37.770132367)
24001,17879790,"2550 TAYLOR ST, SAN FRANCISCO, CA, 94133",TAYLOR ST,Fisherman's Wharf,"(37.80594302, -122.41523556)",POINT (-122.415235564 37.80594302)
24002,17879833,"3400 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,Mission,"(37.74828728, -122.41849911)",POINT (-122.418499106 37.74828728)
24003,17880157,Intersection of 19TH ST and SHOTWELL ST,19TH ST,Mission,"(37.76053157, -122.41585742)",POINT (-122.415857422 37.760531565)
24004,17880233,Intersection of MISSION ST and SILVER AVE,MISSION ST,Mission Terrace,"(37.7286647, -122.43105378)",POINT (-122.431053783 37.728664705)
24005,17880278,"1550 BRYANT ST, SAN FRANCISCO, CA, 94103",BRYANT ST,Mission,"(37.767668, -122.4106)",POINT (-122.4106 37.767668)
24006,17880311,"1255 SHOTWELL ST, SAN FRANCISCO, CA, 94110 (Virtual)",SHOTWELL ST,Mission,"(37.74881733, -122.41488192)",POINT (-122.414881924 37.748817329)
24007,17880398,"982 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78138891, -122.40835)",POINT (-122.408349998 37.781388914)
24008,17880466,"2630 GEARY BLVD, SAN FRANCISCO, CA, 94115",GEARY BLVD,Laurel Heights / Jordan Park,"(37.78238189, -122.44665266)",POINT (-122.446652663 37.782381889)
24009,17880669,"971 25TH ST, SAN FRANCISCO, CA, 94107",25TH ST,Central Waterfront,"(37.752808, -122.38839)",POINT (-122.38839 37.752808)
24010,17880750,"1108 BRYANT ST, SAN FRANCISCO, CA, 94103",BRYANT ST,South of Market,"(37.77107944, -122.40895986)",POINT (-122.408959859 37.771079443)
24013,17880840,Intersection of POLK ST and ELM ST,POLK ST,Civic Center,"(37.79135095, -122.42085043)",POINT (-122.420850433 37.791350953)
24015,17880907,"1504 BRYANT ST, SAN FRANCISCO, CA, 94103",BRYANT ST,Mission,"(37.7680581, -122.41084233)",POINT (-122.410842333 37.768058101)
24016,17880993,"2 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78840866, -122.41881881)",POINT (-122.41881881 37.788408657)
24017,17881082,"235 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Showplace Square,"(37.76729885, -122.40309183)",POINT (-122.403091829 37.76729885)
24018,17881105,"255 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Duboce Triangle,"(37.76516013, -122.43308567)",POINT (-122.433085665 37.765160134)
24019,17881137,"2820 GOUGH ST, SAN FRANCISCO, CA, 94123",GOUGH ST,Union Street,"(37.7994477, -122.427221)",POINT (-122.427221 37.7994477)
24020,17881145,"1285 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,Potrero Hill,"(37.75346095, -122.40452773)",POINT (-122.404527726 37.753460952)
24021,17881222,"1925 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,Mint Hill,"(37.77027074, -122.42517637)",POINT (-122.425176375 37.77027074)
24024,17881664,"604 GEARY ST, SAN FRANCISCO, CA, 94102",GEARY ST,Lower Nob Hill,"(37.78674463, -122.41329968)",POINT (-122.41329968 37.786744634)
24026,17882228,"23 GRACE ST, SAN FRANCISCO, CA, 94103",GRACE ST,South of Market,"(37.77519683, -122.41503367)",POINT (-122.415033672 37.775196826)
24027,17882378,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78378, -122.394546)",POINT (-122.394546 37.78378)
24028,17882406,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78367164, -122.39459227)",POINT (-122.394592274 37.783671638)
24029,17882481,"365 14TH AVE, SAN FRANCISCO, CA, 94118",14TH AVE,Inner Richmond,"(37.78132683, -122.47272359)",POINT (-122.472723589 37.781326827)
24030,17882502,"1190 KEARNY ST, SAN FRANCISCO, CA, 94133",KEARNY ST,North Beach,"(37.79888577, -122.40562633)",POINT (-122.405626326 37.798885766)
24032,17882868,"996 PAGE ST, SAN FRANCISCO, CA, 94117",PAGE ST,Lower Haight,"(37.77226512, -122.43717335)",POINT (-122.437173352 37.772265119)
24033,17882935,"2022 36TH AVE, SAN FRANCISCO, CA, 94116",36TH AVE,Outer Sunset,"(37.74921122, -122.49455724)",POINT (-122.494557236 37.749211217)
24034,17882953,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.78697353, -122.42264554)",POINT (-122.422645538 37.786973531)
24035,17883098,"1075 IOWA ST, SAN FRANCISCO, CA, 94107",IOWA ST,Central Waterfront,"(37.7532576, -122.39106722)",POINT (-122.391067215 37.753257599)
24037,17883175,Intersection of VAN NESS AVE and WILLOW ST,VAN NESS AVE,Cathedral Hill,"(37.783348, -122.421043)",POINT (-122.421043 37.783348)
24040,17883259,"992 PAGE ST, SAN FRANCISCO, CA, 94117",PAGE ST,Lower Haight,"(37.77224501, -122.43704969)",POINT (-122.437049695 37.772245014)
24042,17883414,"70 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.77554312, -122.41668214)",POINT (-122.416682137 37.77554312)
24043,17883419,Intersection of BAKER ST and FELL ST,BAKER ST,Panhandle,"(37.77333498, -122.4407424)",POINT (-122.440742401 37.773334979)
24044,17883477,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78376792, -122.39448704)",POINT (-122.394487035 37.783767916)
24045,17883487,"76 ROSE ST, SAN FRANCISCO, CA, 94102",ROSE ST,Civic Center,"(37.77370575, -122.42201706)",POINT (-122.422017064 37.773705745)
24046,17883493,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.7836618, -122.3945534)",POINT (-122.394553402 37.783661804)
24047,17883500,"449 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.78359763, -122.39428936)",POINT (-122.394289357 37.783597631)
24048,17883504,Intersection of SAN BRUNO AVE and DIVISION ST,SAN BRUNO AVE,Showplace Square,"(37.76977667, -122.40554889)",POINT (-122.405548885 37.769776674)
24049,17883514,"50 DUBOCE AVE, SAN FRANCISCO, CA, 94103",DUBOCE AVE,South of Market,"(37.770015, -122.421302)",POINT (-122.421302 37.770015)
24050,17883524,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78366428, -122.39455789)",POINT (-122.394557893 37.783664283)
24051,17883526,"998 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77994456, -122.4070651)",POINT (-122.407065097 37.779944557)
24052,17883528,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78365372, -122.39445581)",POINT (-122.394455805 37.783653719)
24053,17883536,"1162 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Lower Nob Hill,"(37.78832833, -122.41935544)",POINT (-122.419355437 37.788328329)
24054,17883649,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78355481, -122.39437488)",POINT (-122.39437488 37.783554815)
24055,17883675,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78354971, -122.39437945)",POINT (-122.394379452 37.783549707)
24056,17883690,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78375435, -122.39452547)",POINT (-122.394525468 37.783754355)
24057,17883695,"375 14TH AVE, SAN FRANCISCO, CA, 94118",14TH AVE,Inner Richmond,"(37.78112402, -122.47283109)",POINT (-122.472831085 37.78112402)
24058,17883760,Intersection of CEDAR ST and LARKIN ST,CEDAR ST,Lower Nob Hill,"(37.78659175, -122.41821416)",POINT (-122.418214157 37.786591748)
24065,17884054,"508 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77996562, -122.40794072)",POINT (-122.407940723 37.779965623)
24067,17884157,Intersection of HEATHER AVE and MAYFAIR DR,HEATHER AVE,Laurel Heights / Jordan Park,"(37.78586035, -122.45270603)",POINT (-122.452706034 37.785860351)
24068,17884167,Intersection of MAYFAIR DR and IRIS AVE,MAYFAIR DR,Laurel Heights / Jordan Park,"(37.7859587, -122.45191296)",POINT (-122.451912956 37.785958703)
24070,17884272,"3400 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,Mission,"(37.74829514, -122.41846122)",POINT (-122.418461217 37.748295141)
24071,17884264,"575 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,Showplace Square,"(37.76961377, -122.40866923)",POINT (-122.408669225 37.769613771)
24074,17884391,Intersection of BEAVER ST and NOE ST,BEAVER ST,Duboce Triangle,"(37.76501383, -122.43308298)",POINT (-122.433082983 37.765013829)
24075,17884455,"233 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,South of Market,"(37.779346, -122.403473)",POINT (-122.403473 37.779346)
24076,17884473,"1050 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",SOUTH VAN NESS AVE,Mission,"(37.7565631, -122.41679848)",POINT (-122.416798485 37.7565631)
24077,17884478,"599 TOLAND ST, SAN FRANCISCO, CA, 94124 (Virtual)",TOLAND ST,Produce Market,"(37.74352032, -122.39921521)",POINT (-122.399215207 37.743520319)
24078,17884496,Intersection of CONSERVATORY DR WEST and JOHN F KENNEDY DR,CONSERVATORY DR WEST,Golden Gate Park,"(37.77273691, -122.46245004)",POINT (-122.462450037 37.772736908)
24080,17884718,Intersection of BAKER ST and FELL ST,BAKER ST,Panhandle,"(37.77334998, -122.44077528)",POINT (-122.440775285 37.77334998)
24082,17884798,"605 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78690997, -122.4133094)",POINT (-122.413309403 37.786909974)
24083,17884794,"747 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77652521, -122.41343781)",POINT (-122.413437814 37.776525212)
24084,17884928,Intersection of 17TH ST and VERMONT ST,17TH ST,Potrero Hill,"(37.76480951, -122.40456131)",POINT (-122.40456131 37.764809512)
24091,17885306,"15 DUBOCE AVE, SAN FRANCISCO, CA, 94103",DUBOCE AVE,Mission,"(37.76996057, -122.4205995)",POINT (-122.420599502 37.769960567)
24093,17885495,"750 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Tenderloin,"(37.783474, -122.420052)",POINT (-122.420052 37.783474)
24094,17885555,"3821 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,Outer Sunset,"(37.75288594, -122.50489242)",POINT (-122.504892424 37.752885941)
24095,17885602,Intersection of VAN NESS AVE and WILLOW ST,VAN NESS AVE,Cathedral Hill,"(37.783348, -122.421043)",POINT (-122.421043 37.783348)
24096,17885618,"1245 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Cathedral Hill,"(37.78729159, -122.42201048)",POINT (-122.422010475 37.78729159)
24097,17885745,Intersection of SPEAR ST and END (400 BLOCK OF),SPEAR ST,Rincon Hill,"(37.78810593, -122.38836991)",POINT (-122.388369915 37.788105928)
24098,17885787,Intersection of FOLSOM ST and 19TH ST,FOLSOM ST,Mission,"(37.76060191, -122.41468822)",POINT (-122.414688217 37.760601914)
24100,17885852,"745 BUCHANAN ST, SAN FRANCISCO, CA, 94102",BUCHANAN ST,Hayes Valley,"(37.77697893, -122.42805783)",POINT (-122.428057828 37.77697893)
24103,17885970,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.783905, -122.394661)",POINT (-122.394661 37.783905)
24105,17886095,"3286 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110 (Virtual)",CESAR CHAVEZ ST,Mission,"(37.74832583, -122.41566804)",POINT (-122.415668043 37.748325833)
24106,17886131,"1298 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,Panhandle,"(37.77285719, -122.44043917)",POINT (-122.440439171 37.772857192)
24107,17886264,Intersection of CUSTER AVE and RANKIN ST,CUSTER AVE,Central Waterfront,"(37.74643552, -122.39115562)",POINT (-122.391155616 37.746435523)
24108,17886267,"195 DIVISION ST, SAN FRANCISCO, CA, 94103",DIVISION ST,Showplace Square,"(37.769736, -122.405485)",POINT (-122.405485 37.769736)
24109,17886319,Intersection of LARKIN ST and WILLOW ST,LARKIN ST,Tenderloin,"(37.78386173, -122.41749231)",POINT (-122.417492308 37.78386173)
24110,17886339,"1346 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Mission,"(37.76712008, -122.41413878)",POINT (-122.414138775 37.767120082)
24111,17886383,"3314 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",CESAR CHAVEZ ST,Mission,"(37.7485245, -122.416463)",POINT (-122.416463 37.7485245)
24112,17886467,"3087 22ND ST, SAN FRANCISCO, CA, 94110",22ND ST,Mission,"(37.75550313, -122.41620193)",POINT (-122.416201934 37.755503132)
24114,17886540,Intersection of SAN BRUNO AVE and DIVISION ST,SAN BRUNO AVE,Showplace Square,"(37.769738, -122.405846)",POINT (-122.405846 37.769738)
24117,17886781,"743 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77649842, -122.41332147)",POINT (-122.413321473 37.77649842)
24118,17886931,"1010 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78076911, -122.40911711)",POINT (-122.40911711 37.780769107)
24119,17886929,"120 WILLOW ST, SAN FRANCISCO, CA, 94109",WILLOW ST,Tenderloin,"(37.783471, -122.419718)",POINT (-122.419718 37.783471)
24122,17887215,"1244 POST ST, SAN FRANCISCO, CA, 94109",POST ST,Cathedral Hill,"(37.786701, -122.42247)",POINT (-122.42247 37.786701)
24123,17887224,"171 STILLMAN ST, SAN FRANCISCO, CA, 94107",STILLMAN ST,South of Market,"(37.78037949, -122.39785325)",POINT (-122.397853252 37.780379488)
24124,17887231,"376 ELSIE ST, SAN FRANCISCO, CA, 94110 (Virtual)",ELSIE ST,Holly Park,"(37.738335, -122.420506)",POINT (-122.420506 37.738335)
24125,17887333,"512 MISSION ST, SAN FRANCISCO, CA, 94105",MISSION ST,Financial District,"(37.78964298, -122.39793574)",POINT (-122.397935735 37.789642977)
24127,17887542,"10 HEMLOCK ST, SAN FRANCISCO, CA, 94109",HEMLOCK ST,Lower Nob Hill,"(37.78746538, -122.41862462)",POINT (-122.418624617 37.787465384)
24128,17887577,"1350 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Lower Nob Hill,"(37.78827059, -122.42171045)",POINT (-122.421710445 37.788270585)
24129,17887600,Intersection of HWY 101 SOUTHBOUND and GORGAS AVE,HWY 101 SOUTHBOUND,Presidio National Park,"(37.80113773, -122.4480336)",POINT (-122.448033597 37.80113773)
24131,17887701,"123 MAIN ST, SAN FRANCISCO, CA, 94105",MAIN ST,Financial District,"(37.79134789, -122.39457599)",POINT (-122.394575985 37.791347891)
24132,17887726,"120 WILLOW ST, SAN FRANCISCO, CA, 94109",WILLOW ST,Tenderloin,"(37.78357234, -122.41961497)",POINT (-122.419614966 37.783572344)
24134,17887862,"1230 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,Lower Nob Hill,"(37.788246, -122.420166)",POINT (-122.420166 37.788246)
24135,17887864,"1230 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,Lower Nob Hill,"(37.788246, -122.420166)",POINT (-122.420166 37.788246)
24136,17887866,"1266 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Lower Nob Hill,"(37.787334, -122.421638)",POINT (-122.421638 37.787334)
24137,17887929,"533 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Castro,"(37.76037702, -122.43484887)",POINT (-122.43484887 37.760377025)
24141,17888047,"2046 36TH AVE, SAN FRANCISCO, CA, 94116",36TH AVE,Outer Sunset,"(37.748779, -122.494377)",POINT (-122.494377 37.748779)
24142,17888057,"400 ELLINGTON AVE, SAN FRANCISCO, CA, 94112",ELLINGTON AVE,Outer Mission,"(37.71224868, -122.44709768)",POINT (-122.447097679 37.712248682)
24143,17888069,"1346 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Mission,"(37.76709639, -122.41404784)",POINT (-122.414047838 37.767096386)
24144,17888128,"1067 TREAT AVE, SAN FRANCISCO, CA, 94110",TREAT AVE,Mission,"(37.75313639, -122.41286594)",POINT (-122.412865937 37.753136394)
24146,17888318,"100 ANZAVISTA AVE, SAN FRANCISCO, CA, 94115",ANZAVISTA AVE,Anza Vista,"(37.779556, -122.443771)",POINT (-122.443771 37.779556)
24147,17888314,"508 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78005612, -122.40791632)",POINT (-122.407916319 37.780056123)
24150,17888359,"530 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.76985618, -122.40917175)",POINT (-122.409171746 37.769856177)
24152,17888436,Intersection of 15TH ST and FOLSOM ST,15TH ST,Mission,"(37.766975, -122.414963)",POINT (-122.414963 37.766975)
24153,17888495,"77 FEDERAL ST, SAN FRANCISCO, CA, 94107",FEDERAL ST,South Beach,"(37.78305175, -122.39253231)",POINT (-122.392532306 37.783051753)
24154,17888514,"530 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.76983141, -122.40925835)",POINT (-122.409258348 37.769831406)
24155,17888526,Intersection of TREAT AVE and ALAMEDA ST,TREAT AVE,Mission,"(37.76817859, -122.41250491)",POINT (-122.412504911 37.768178589)
24156,17888747,"12 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",SOUTH VAN NESS AVE,South of Market,"(37.77426148, -122.41904128)",POINT (-122.419041283 37.774261484)
24158,17888763,"80 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",SOUTH VAN NESS AVE,South of Market,"(37.77359365, -122.41898764)",POINT (-122.418987639 37.77359365)
24162,17888897,"170 13TH ST, SAN FRANCISCO, CA, 94103",13TH ST,South of Market,"(37.76993742, -122.4169049)",POINT (-122.416904904 37.769937416)
24163,17888895,"616 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77846526, -122.4108991)",POINT (-122.410899097 37.778465259)
24164,17888948,"66 MINT ST, SAN FRANCISCO, CA, 94103",MINT ST,South of Market,"(37.78223448, -122.40755707)",POINT (-122.40755707 37.782234483)
24165,17888938,"3277 19TH ST, SAN FRANCISCO, CA, 94110",19TH ST,Mission,"(37.76034851, -122.41652284)",POINT (-122.416522835 37.76034851)
24166,17889048,"550 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Showplace Square,"(37.76715931, -122.40612979)",POINT (-122.406129786 37.767159314)
24167,17889106,"500 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78021342, -122.40774684)",POINT (-122.407746837 37.780213423)
24169,17889144,"2311 REVERE AVE, SAN FRANCISCO, CA, 94124 (Virtual)",REVERE AVE,Apparel City,"(37.73847297, -122.4023328)",POINT (-122.402332798 37.738472974)
24170,17889224,"1161 CAYUGA AVE, SAN FRANCISCO, CA, 94112",CAYUGA AVE,Cayuga,"(37.71983644, -122.44165447)",POINT (-122.441654472 37.719836436)
24171,17889306,"1591 JACKSON ST, SAN FRANCISCO, CA, 94109",JACKSON ST,Polk Gulch,"(37.79406109, -122.42101204)",POINT (-122.421012037 37.794061089)
24172,17889366,"1525 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SOUTH VAN NESS AVE,Mission,"(37.74891787, -122.41589826)",POINT (-122.415898259 37.748917867)
24173,17889473,"1350 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Lower Nob Hill,"(37.78831904, -122.42163243)",POINT (-122.421632434 37.788319036)
24174,17889552,"264 HENRY ST, SAN FRANCISCO, CA, 94114",HENRY ST,Corona Heights,"(37.76652154, -122.43673976)",POINT (-122.436739763 37.766521537)
24175,17889747,"1298 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,Panhandle,"(37.77320047, -122.44071709)",POINT (-122.440717094 37.773200473)
24177,17890008,"10 HEMLOCK ST, SAN FRANCISCO, CA, 94109",HEMLOCK ST,Lower Nob Hill,"(37.78745735, -122.4188758)",POINT (-122.418875801 37.787457345)
24182,17890723,"10 GOUGH ST, SAN FRANCISCO, CA, 94103",GOUGH ST,South of Market,"(37.77177934, -122.42060769)",POINT (-122.420607693 37.771779337)
24183,17891345,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.783724, -122.39455)",POINT (-122.39455 37.783724)
24184,17891402,"101 UTAH ST, SAN FRANCISCO, CA, 94103",UTAH ST,Showplace Square,"(37.76800905, -122.40668166)",POINT (-122.406681664 37.768009048)
24185,17891445,"1835 OAKDALE AVE, SAN FRANCISCO, CA, 94124",OAKDALE AVE,Bayview,"(37.73711071, -122.39481936)",POINT (-122.394819359 37.737110709)
24192,16856078,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.7684259, -122.40578682)",POINT (-122.405786816 37.768425903)
24193,16874466,"109 BARNEVELD AVE, SAN FRANCISCO, CA, 94124 (Virtual)",BARNEVELD AVE,Produce Market,"(37.74612319, -122.40262682)",POINT (-122.402626822 37.746123188)
24196,17551299,"550 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Showplace Square,"(37.76710176, -122.40618492)",POINT (-122.40618492 37.767101758)
24197,17551314,Intersection of SAN BRUNO AVE and 15TH ST,SAN BRUNO AVE,Showplace Square,"(37.76711825, -122.40593644)",POINT (-122.405936435 37.767118249)
24198,17643443,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76819908, -122.40565505)",POINT (-122.405655049 37.768199077)
24199,17768383,Intersection of MARIPOSA ST and PENNSYLVANIA AVE,MARIPOSA ST,Potrero Hill,"(37.764038, -122.393738)",POINT (-122.393738 37.764038)
24200,17777612,"999 MARIPOSA ST, SAN FRANCISCO, CA, 94107",MARIPOSA ST,Potrero Hill,"(37.76390596, -122.39357886)",POINT (-122.393578863 37.763905964)
24201,17785249,Intersection of PENNSYLVANIA AVE and I-280 S OFF RAMP,PENNSYLVANIA AVE,Potrero Hill,"(37.76325053, -122.3936953)",POINT (-122.393695296 37.763250525)
24202,17802716,Intersection of ALAMEDA ST and SAN BRUNO AVE,ALAMEDA ST,Showplace Square,"(37.76836499, -122.40589444)",POINT (-122.405894436 37.768364989)
24203,17804301,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76832701, -122.40585817)",POINT (-122.405858173 37.768327007)
24205,17808378,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76825262, -122.40569135)",POINT (-122.405691355 37.768252624)
24207,17831193,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76823934, -122.40568637)",POINT (-122.40568637 37.768239344)
24208,17835444,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76825084, -122.40571301)",POINT (-122.405713014 37.768250842)
